reference;name;manufacturer;supplier;category;purchase;price;ean13;tags;keywords;metatitle;url;Akrapovic;active;stock;vat;store
P-HF1296;"Akrapovič Sound Kit OP - Optional part";118;55;1;420,55;420,55;3831113593090;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1296;P-HF1296;0;0;78;3
DP-ME/SS/3/1;"Downpipe w Cat (SS) OP - Optional part W/O Approval";118;55;1;"2 357,59";"2 357,59";3831113599108;1;1;"Downpipe w Cat (SS) OP - Optional part W/O Approval";118-DP-ME/SS/3/1;DP-ME/SS/3/1;0;0;78;3
P-HF1528;"Control Kit for vehicles after facelift EV - Evolution";118;55;1;494,56;494,56;3831126427030;1;1;"Control Kit for vehicles after facelift EV - Evolution";118-P-HF1528;P-HF1528;0;0;78;3
S-ME/TI/16H/1;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118;55;1;"8 550,00";"8 550,00";3831126413217;1;1;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118-S-ME/TI/16H/1;S-ME/TI/16H/1;0;0;78;3
S-ME/TI/16H;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118;55;1;"8 350,00";"8 350,00";3831126412159;1;1;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118-S-ME/TI/16H;S-ME/TI/16H;0;0;78;3
P-HF1411;"Akrapovič Sound Kit OP - Optional part W/O Approval";118;55;1;470,33;470,33;3831126407780;1;1;"Akrapovič Sound Kit OP - Optional part W/O Approval";118-P-HF1411;P-HF1411;0;0;78;3
S-ME/T/7H;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118;55;1;"8 550,00";"8 550,00";3831126435622;1;1;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118-S-ME/T/7H;S-ME/T/7H;0;0;78;3
S-ME/TI/14H/1;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118;55;1;"8 550,00";"8 550,00";3831126413194;1;1;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118-S-ME/TI/14H/1;S-ME/TI/14H/1;0;0;78;3
P-HF1411;"Akrapovič Sound Kit OP - Optional part W/O Approval";118;55;1;470,33;470,33;3831126407780;1;1;"Akrapovič Sound Kit OP - Optional part W/O Approval";118-P-HF1411;P-HF1411;0;0;78;3
S-ME/T/8H;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118;55;1;"8 550,00";"8 550,00";3831126435639;1;1;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118-S-ME/T/8H;S-ME/T/8H;0;0;78;3
S-ME/TI/15H/1;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118;55;1;"8 855,00";"8 855,00";3831126413200;1;1;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118-S-ME/TI/15H/1;S-ME/TI/15H/1;0;0;78;3
P-HF1411;"Akrapovič Sound Kit OP - Optional part W/O Approval";118;55;1;470,33;470,33;3831126407780;1;1;"Akrapovič Sound Kit OP - Optional part W/O Approval";118-P-HF1411;P-HF1411;0;0;78;3
S-ME/T/9H;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118;55;1;"8 855,00";"8 855,00";3831126439255;1;1;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118-S-ME/T/9H;S-ME/T/9H;0;0;78;3
P-HF1044;"Akrapovič Sound Kit OP - Optional part W/O Approval";118;55;1;417,72;417,72;3831113549707;1;1;"Akrapovič Sound Kit OP - Optional part W/O Approval";118-P-HF1044;P-HF1044;0;0;78;3
S-ME/TI/1H/1;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118;55;1;"9 694,91";"9 694,91";3831113577182;1;1;"Evolution Line (Titanium) EV - Evolution ECE Type Approval";118-S-ME/TI/1H/1;S-ME/TI/1H/1;0;0;78;3
E-ME/T/2;"Evolution Link Pipe Set (Titanium) EV - Evolution ECE Type Approval";118;55;1;"5 236,94";"5 236,94";3831113533744;1;1;"Evolution Link Pipe Set (Titanium) EV - Evolution ECE Type Approval";118-E-ME/T/2;E-ME/T/2;0;0;78;3
S-MESLSAMG/1;"Evolution Line (Titanium) EV - Evolution";118;55;1;"9 695,00";"9 695,00";3831113529891;1;1;"Evolution Line (Titanium) EV - Evolution";118-S-MESLSAMG/1;S-MESLSAMG/1;0;0;78;3
TP-MINR56/57-CA;"Tail pipe set (Carbon) OP - Optional part";118;55;1;581,52;581,52;3831095076253;1;1;"Tail pipe set (Carbon) OP - Optional part";118-TP-MINR56/57-CA;TP-MINR56/57-CA;0;0;78;3
ME-MIN/TI/1H;"Evolution Line (SS) Cooper S EV - Evolution EC Type Approval";118;55;1;"1 132,87";"1 132,87";3831095083145;1;1;"Evolution Line (SS) Cooper S EV - Evolution EC Type Approval";118-ME-MIN/TI/1H;ME-MIN/TI/1H;0;0;78;3
DP-MINR56/57;"Downpipe (SS) OP - Optional part";118;55;1;"1 059,73";"1 059,73";3831095073153;1;1;"Downpipe (SS) OP - Optional part";118-DP-MINR56/57;DP-MINR56/57;0;0;78;3
DP-MINR56/57;"Downpipe (SS) OP - Optional part";118;55;1;"1 059,73";"1 059,73";3831095073153;1;1;"Downpipe (SS) OP - Optional part";118-DP-MINR56/57;DP-MINR56/57;0;0;78;3
ME-MIN/TI/1H;"Evolution Line (SS) Cooper S EV - Evolution EC Type Approval";118;55;1;"1 132,87";"1 132,87";3831095083145;1;1;"Evolution Line (SS) Cooper S EV - Evolution EC Type Approval";118-ME-MIN/TI/1H;ME-MIN/TI/1H;0;0;78;3
TP-MINR56/57-CA;"Tail pipe set (Carbon) OP - Optional part";118;55;1;581,52;581,52;3831095076253;1;1;"Tail pipe set (Carbon) OP - Optional part";118-TP-MINR56/57-CA;TP-MINR56/57-CA;0;0;78;3
TP-MINR56/57-CA;"Tail pipe set (Carbon) OP - Optional part";118;55;1;581,52;581,52;3831095076253;1;1;"Tail pipe set (Carbon) OP - Optional part";118-TP-MINR56/57-CA;TP-MINR56/57-CA;0;0;78;3
ME-MIN/TI/1H;"Evolution Line (SS) Cooper S EV - Evolution EC Type Approval";118;55;1;"1 132,87";"1 132,87";3831095083145;1;1;"Evolution Line (SS) Cooper S EV - Evolution EC Type Approval";118-ME-MIN/TI/1H;ME-MIN/TI/1H;0;0;78;3
DP-MINR56/57;"Downpipe (SS) OP - Optional part";118;55;1;"1 059,73";"1 059,73";3831095073153;1;1;"Downpipe (SS) OP - Optional part";118-DP-MINR56/57;DP-MINR56/57;0;0;78;3
DP-MINR56/57;"Downpipe (SS) OP - Optional part";118;55;1;"1 059,73";"1 059,73";3831095073153;1;1;"Downpipe (SS) OP - Optional part";118-DP-MINR56/57;DP-MINR56/57;0;0;78;3
ME-MIN/TI/1H;"Evolution Line (SS) JCW EV - Evolution EC Type Approval";118;55;1;"1 132,87";"1 132,87";3831095083145;1;1;"Evolution Line (SS) JCW EV - Evolution EC Type Approval";118-ME-MIN/TI/1H;ME-MIN/TI/1H;0;0;78;3
TP-MINR56/57-CA;"Tail pipe set (Carbon) OP - Optional part";118;55;1;581,52;581,52;3831095076253;1;1;"Tail pipe set (Carbon) OP - Optional part";118-TP-MINR56/57-CA;TP-MINR56/57-CA;0;0;78;3
E-BM/SS/6;"Evolution Link pipe set (SS) OP - Optional part";118;55;1;333,68;333,68;3831113593489;1;1;"Evolution Link pipe set (SS) OP - Optional part";118-E-BM/SS/6;E-BM/SS/6;0;0;78;3
P-HF1312;"Akrapovič Sound Kit OP - Optional part";118;55;1;420,55;420,55;3831113593496;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1312;P-HF1312;0;0;78;3
S-BM/T/15H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"3 581,90";"3 581,90";3831113593465;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/15H;S-BM/T/15H;0;0;78;3
S-BM/T/15H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"3 581,90";"3 581,90";3831113593465;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/15H;S-BM/T/15H;0;0;78;3
P-HF1312;"Akrapovič Sound Kit OP - Optional part";118;55;1;420,55;420,55;3831113593496;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1312;P-HF1312;0;0;78;3
E-BM/SS/6;"Evolution Link pipe set (SS) OP - Optional part";118;55;1;333,68;333,68;3831113593489;1;1;"Evolution Link pipe set (SS) OP - Optional part";118-E-BM/SS/6;E-BM/SS/6;0;0;78;3
E-BM/SS/6;"Evolution Link pipe set (SS) OP - Optional part";118;55;1;333,68;333,68;3831113593489;1;1;"Evolution Link pipe set (SS) OP - Optional part";118-E-BM/SS/6;E-BM/SS/6;0;0;78;3
P-HF1312;"Akrapovič Sound Kit OP - Optional part";118;55;1;420,55;420,55;3831113593496;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1312;P-HF1312;0;0;78;3
S-BM/T/15H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"3 581,90";"3 581,90";3831113593465;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/15H;S-BM/T/15H;0;0;78;3
S-BM/T/15H;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118;55;1;"3 581,90";"3 581,90";3831113593465;1;1;"Slip-On Line (Titanium) SO - Slip-On ECE Type Approval";118-S-BM/T/15H;S-BM/T/15H;0;0;78;3
P-HF1312;"Akrapovič Sound Kit OP - Optional part";118;55;1;420,55;420,55;3831113593496;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1312;P-HF1312;0;0;78;3
E-BM/SS/6;"Evolution Link pipe set (SS) OP - Optional part";118;55;1;333,68;333,68;3831113593489;1;1;"Evolution Link pipe set (SS) OP - Optional part";118-E-BM/SS/6;E-BM/SS/6;0;0;78;3
TP-MINR56/57-CA;"Tail pipe set (Carbon) OP - Optional part";118;55;1;581,52;581,52;3831095076253;1;1;"Tail pipe set (Carbon) OP - Optional part";118-TP-MINR56/57-CA;TP-MINR56/57-CA;0;0;78;3
ME-MIN/TI/1H;"Evolution Line (SS) JCW EV - Evolution EC Type Approval";118;55;1;"1 132,87";"1 132,87";3831095083145;1;1;"Evolution Line (SS) JCW EV - Evolution EC Type Approval";118-ME-MIN/TI/1H;ME-MIN/TI/1H;0;0;78;3
DP-MINR56/57;"Downpipe (SS) OP - Optional part";118;55;1;"1 059,73";"1 059,73";3831095073153;1;1;"Downpipe (SS) OP - Optional part";118-DP-MINR56/57;DP-MINR56/57;0;0;78;3
TP-NIZ34-C;"Tail pipe set (Carbon) OP - Optional part";118;55;1;730,74;730,74;3831095081349;1;1;"Tail pipe set (Carbon) OP - Optional part";118-TP-NIZ34-C;TP-NIZ34-C;0;0;78;3
M-NIZ34H;"Slip-On Line (SS) SO - Slip-On EC Type Approval";118;55;1;"1 195,91";"1 195,91";3831095081325;1;1;"Slip-On Line (SS) SO - Slip-On EC Type Approval";118-M-NIZ34H;M-NIZ34H;0;0;78;3
TP-NIR35C;"Tail pipe set (Carbon,dia 125 mm) GT-R OP - Optional part";118;55;1;"1 476,11";"1 476,11";3831095071005;1;1;"Tail pipe set (Carbon,dia 125 mm) GT-R OP - Optional part";118-TP-NIR35C;TP-NIR35C;0;0;78;3
ME-NI/T/1;"Evolution Line (Titanium) EV - Evolution";118;55;1;"5 716,75";"5 716,75";3831095083060;1;1;"Evolution Line (Titanium) EV - Evolution";118-ME-NI/T/1;ME-NI/T/1;0;0;78;3
M-NI/T/1H;"Slip-On Line (Titanium) SO - Slip-On EC Type Approval";118;55;1;"3 436,14";"3 436,14";3831095083053;1;1;"Slip-On Line (Titanium) SO - Slip-On EC Type Approval";118-M-NI/T/1H;M-NI/T/1H;0;0;78;3
S-NI/TI/1;"Evolution Race Line (Titanium) EV - Evolution";118;55;1;"7 152,87";"7 152,87";3831113552127;1;1;"Evolution Race Line (Titanium) EV - Evolution";118-S-NI/TI/1;S-NI/TI/1;0;0;78;3
DP/L-NI/SS/1;"Downpipe / Link pipe set (SS) for stock turbochargers OP - Optional part";118;55;1;"3 441,13";"3 441,13";3831113556392;1;1;"Downpipe / Link pipe set (SS) for stock turbochargers OP - Optional part";118-DP/L-NI/SS/1;DP/L-NI/SS/1;0;0;78;3
L-NI/SS/4;"Link pipe (SS) for aftermarket turbochargers OP - Optional part";118;55;1;"1 369,31";"1 369,31";3831113556415;1;1;"Link pipe (SS) for aftermarket turbochargers OP - Optional part";118-L-NI/SS/4;L-NI/SS/4;0;0;78;3
S-PO/TI/18;"Slip-On Race Line (Titanium) SO - Slip-On";118;55;1;"5 563,35";"5 563,35";3831113587648;1;1;"Slip-On Race Line (Titanium) SO - Slip-On";118-S-PO/TI/18;S-PO/TI/18;0;0;78;3
L-PO/T/13;"Link pipe set (Titanium) OP - Optional part";118;55;1;"1 845,59";"1 845,59";3831113587679;1;1;"Link pipe set (Titanium) OP - Optional part";118-L-PO/T/13;L-PO/T/13;0;0;78;3
DI-PO/CA/8/M;"Rear Carbon Fibre Diffuser - Matte OP - Optional part";118;55;1;"1 965,34";"1 965,34";3831113587617;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part";118-DI-PO/CA/8/M;DI-PO/CA/8/M;0;0;78;3
DI-PO/CA/8/G;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part";118;55;1;"2 088,95";"2 088,95";3831113587624;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part";118-DI-PO/CA/8/G;DI-PO/CA/8/G;0;0;78;3
TP-T/S/27;"Tail pipe set (Titanium) OP - Optional part";118;55;1;928,75;928,75;3831113587655;1;1;"Tail pipe set (Titanium) OP - Optional part";118-TP-T/S/27;TP-T/S/27;0;0;78;3
TP-T/S/28;"Tail pipe set (Titanium) - Black OP - Optional part";118;55;1;928,75;928,75;3831113587662;1;1;"Tail pipe set (Titanium) - Black OP - Optional part";118-TP-T/S/28;TP-T/S/28;0;0;78;3
S-PO/TI/18/1;"Slip-On Race Line (Titanium) SO - Slip-On";118;55;1;"5 563,35";"5 563,35";3831113591430;1;1;"Slip-On Race Line (Titanium) SO - Slip-On";118-S-PO/TI/18/1;S-PO/TI/18/1;0;0;78;3
L-PO/T/13/1;"Link pipe set (Titanium) OP - Optional part";118;55;1;"1 845,59";"1 845,59";3831113591447;1;1;"Link pipe set (Titanium) OP - Optional part";118-L-PO/T/13/1;L-PO/T/13/1;0;0;78;3
P-HF1293;"Akrapovič Sound Kit OP - Optional part W/O Approval";118;55;1;558,42;558,42;3831113587631;1;1;"Akrapovič Sound Kit OP - Optional part W/O Approval";118-P-HF1293;P-HF1293;0;0;78;3
L-PO/T/13;"Link pipe set (Titanium) OP - Optional part";118;55;1;"1 845,59";"1 845,59";3831113587679;1;1;"Link pipe set (Titanium) OP - Optional part";118-L-PO/T/13;L-PO/T/13;0;0;78;3
S-PO/TI/18;"Slip-On Race Line (Titanium) SO - Slip-On";118;55;1;"5 563,35";"5 563,35";3831113587648;1;1;"Slip-On Race Line (Titanium) SO - Slip-On";118-S-PO/TI/18;S-PO/TI/18;0;0;78;3
DI-PO/CA/8/G;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part";118;55;1;"2 088,95";"2 088,95";3831113587624;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part";118-DI-PO/CA/8/G;DI-PO/CA/8/G;0;0;78;3
DI-PO/CA/8/M;"Rear Carbon Fibre Diffuser - Matte OP - Optional part";118;55;1;"1 965,34";"1 965,34";3831113587617;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part";118-DI-PO/CA/8/M;DI-PO/CA/8/M;0;0;78;3
TP-T/S/28;"Tail pipe set (Titanium) - Black OP - Optional part";118;55;1;928,75;928,75;3831113587662;1;1;"Tail pipe set (Titanium) - Black OP - Optional part";118-TP-T/S/28;TP-T/S/28;0;0;78;3
TP-T/S/27;"Tail pipe set (Titanium) OP - Optional part";118;55;1;928,75;928,75;3831113587655;1;1;"Tail pipe set (Titanium) OP - Optional part";118-TP-T/S/27;TP-T/S/27;0;0;78;3
P-HF1293;"Akrapovič Sound Kit OP - Optional part W/O Approval";118;55;1;558,42;558,42;3831113587631;1;1;"Akrapovič Sound Kit OP - Optional part W/O Approval";118-P-HF1293;P-HF1293;0;0;78;3
L-PO/T/13/1;"Link pipe set (Titanium) OP - Optional part";118;55;1;"1 845,59";"1 845,59";3831113591447;1;1;"Link pipe set (Titanium) OP - Optional part";118-L-PO/T/13/1;L-PO/T/13/1;0;0;78;3
S-PO/TI/18/1;"Slip-On Race Line (Titanium) SO - Slip-On";118;55;1;"5 563,35";"5 563,35";3831113591430;1;1;"Slip-On Race Line (Titanium) SO - Slip-On";118-S-PO/TI/18/1;S-PO/TI/18/1;0;0;78;3
S-PO/TI/24;"Slip-On Race Line (Titanium) SO - Slip-On";118;55;1;"6 770,00";"6 770,00";3831126418489;1;1;"Slip-On Race Line (Titanium) SO - Slip-On";118-S-PO/TI/24;S-PO/TI/24;0;0;78;3
L-PO/T/17;"Link Pipe Set (Titanium) OP - Optional part";118;55;1;"4 130,00";"4 130,00";3831126418496;1;1;"Link Pipe Set (Titanium) OP - Optional part";118-L-PO/T/17;L-PO/T/17;0;0;78;3
E-PO/T/8;"Evolution Header Set (Titanium) OP - Optional part";118;55;1;"5 580,00";"5 580,00";3831126418465;1;1;"Evolution Header Set (Titanium) OP - Optional part";118-E-PO/T/8;E-PO/T/8;0;0;78;3
DI-PO/CA/10/G;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part";118;55;1;"3 550,00";"3 550,00";3831126418083;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part";118-DI-PO/CA/10/G;DI-PO/CA/10/G;0;0;78;3
DI-PO/CA/10/M;"Rear Carbon Fibre Diffuser - Matte OP - Optional part";118;55;1;"3 370,00";"3 370,00";3831126418090;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part";118-DI-PO/CA/10/M;DI-PO/CA/10/M;0;0;78;3
P-HF1496;"Akrapovič Sound Kit OP - Optional part";118;55;1;558,42;558,42;3831126421519;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1496;P-HF1496;0;0;78;3
S-PO/TI/18;"Slip-On Race Line (Titanium) SO - Slip-On";118;55;1;"5 563,35";"5 563,35";3831113587648;1;1;"Slip-On Race Line (Titanium) SO - Slip-On";118-S-PO/TI/18;S-PO/TI/18;0;0;78;3
L-PO/T/13;"Link pipe set (Titanium) OP - Optional part";118;55;1;"1 845,59";"1 845,59";3831113587679;1;1;"Link pipe set (Titanium) OP - Optional part";118-L-PO/T/13;L-PO/T/13;0;0;78;3
TP-T/S/27;"Tail pipe set (Titanium) OP - Optional part";118;55;1;928,75;928,75;3831113587655;1;1;"Tail pipe set (Titanium) OP - Optional part";118-TP-T/S/27;TP-T/S/27;0;0;78;3
TP-T/S/28;"Tail pipe set (Titanium) - Black OP - Optional part";118;55;1;928,75;928,75;3831113587662;1;1;"Tail pipe set (Titanium) - Black OP - Optional part";118-TP-T/S/28;TP-T/S/28;0;0;78;3
DI-PO/CA/8/G/1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part";118;55;1;"1 911,07";"1 911,07";3831113592062;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part";118-DI-PO/CA/8/G/1;DI-PO/CA/8/G/1;0;0;78;3
L-PO/T/13/1;"Link pipe set (Titanium) OP - Optional part";118;55;1;"1 845,59";"1 845,59";3831113591447;1;1;"Link pipe set (Titanium) OP - Optional part";118-L-PO/T/13/1;L-PO/T/13/1;0;0;78;3
DI-PO/CA/8/M/1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part";118;55;1;"1 792,00";"1 792,00";3831113592079;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part";118-DI-PO/CA/8/M/1;DI-PO/CA/8/M/1;0;0;78;3
S-PO/TI/18/1;"Slip-On Race Line (Titanium) SO - Slip-On";118;55;1;"5 563,35";"5 563,35";3831113591430;1;1;"Slip-On Race Line (Titanium) SO - Slip-On";118-S-PO/TI/18/1;S-PO/TI/18/1;0;0;78;3
P-HF1293;"Akrapovič Sound Kit OP - Optional part W/O Approval";118;55;1;558,42;558,42;3831113587631;1;1;"Akrapovič Sound Kit OP - Optional part W/O Approval";118-P-HF1293;P-HF1293;0;0;78;3
S-PO/TI/18;"Slip-On Race Line (Titanium) SO - Slip-On";118;55;1;"5 563,35";"5 563,35";3831113587648;1;1;"Slip-On Race Line (Titanium) SO - Slip-On";118-S-PO/TI/18;S-PO/TI/18;0;0;78;3
L-PO/T/13;"Link pipe set (Titanium) OP - Optional part";118;55;1;"1 845,59";"1 845,59";3831113587679;1;1;"Link pipe set (Titanium) OP - Optional part";118-L-PO/T/13;L-PO/T/13;0;0;78;3
TP-T/S/28;"Tail pipe set (Titanium) - Black OP - Optional part";118;55;1;928,75;928,75;3831113587662;1;1;"Tail pipe set (Titanium) - Black OP - Optional part";118-TP-T/S/28;TP-T/S/28;0;0;78;3
TP-T/S/27;"Tail pipe set (Titanium) OP - Optional part";118;55;1;928,75;928,75;3831113587655;1;1;"Tail pipe set (Titanium) OP - Optional part";118-TP-T/S/27;TP-T/S/27;0;0;78;3
P-HF1293;"Akrapovič Sound Kit OP - Optional part W/O Approval";118;55;1;558,42;558,42;3831113587631;1;1;"Akrapovič Sound Kit OP - Optional part W/O Approval";118-P-HF1293;P-HF1293;0;0;78;3
S-PO/TI/18/1;"Slip-On Race Line (Titanium) SO - Slip-On";118;55;1;"5 563,35";"5 563,35";3831113591430;1;1;"Slip-On Race Line (Titanium) SO - Slip-On";118-S-PO/TI/18/1;S-PO/TI/18/1;0;0;78;3
DI-PO/CA/8/M/1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part";118;55;1;"1 792,00";"1 792,00";3831113592079;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part";118-DI-PO/CA/8/M/1;DI-PO/CA/8/M/1;0;0;78;3
L-PO/T/13/1;"Link pipe set (Titanium) OP - Optional part";118;55;1;"1 845,59";"1 845,59";3831113591447;1;1;"Link pipe set (Titanium) OP - Optional part";118-L-PO/T/13/1;L-PO/T/13/1;0;0;78;3
DI-PO/CA/8/G/1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part";118;55;1;"1 911,07";"1 911,07";3831113592062;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part";118-DI-PO/CA/8/G/1;DI-PO/CA/8/G/1;0;0;78;3
S-PO/TI/5H;"Slip-On Line (Titanium) - for OE non sport exhaust SO - Slip-On ECE Type Approval";118;55;1;"5 568,67";"5 568,67";3831113542685;1;1;"Slip-On Line (Titanium) - for OE non sport exhaust SO - Slip-On ECE Type Approval";118-S-PO/TI/5H;S-PO/TI/5H;0;0;78;3
P-HF1065;"Akrapovič Sound Kit OP - Optional part";118;55;1;853,50;853,50;3831113552622;1;1;"Akrapovič Sound Kit OP - Optional part";118-P-HF1065;P-HF1065;0;0;78;3
DI-PO/CA/3/G;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118;55;1;"1 536,01";"1 536,01";3831113546423;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118-DI-PO/CA/3/G;DI-PO/CA/3/G;0;0;78;3
L-PO/SS/1H;"Link Pipe Set w Cat (SS) OP - Optional part";118;55;1;"3 708,18";"3 708,18";3831113542692;1;1;"Link Pipe Set w Cat (SS) OP - Optional part";118-L-PO/SS/1H;L-PO/SS/1H;0;0;78;3
DI-PO/CA/3;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118;55;1;"1 345,50";"1 345,50";3831113542708;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118-DI-PO/CA/3;DI-PO/CA/3;0;0;78;3
S-PO/TI/5H;"Slip-On Line (Titanium) - for OE sport exhaust SO - Slip-On ECE Type Approval";118;55;1;"5 568,67";"5 568,67";3831113542685;1;1;"Slip-On Line (Titanium) - for OE sport exhaust SO - Slip-On ECE Type Approval";118-S-PO/TI/5H;S-PO/TI/5H;0;0;78;3
P-HF874;"Akrapovič Sound Kit OP - Optional part W/O Approval";118;55;1;537,94;537,94;3831113529242;1;1;"Akrapovič Sound Kit OP - Optional part W/O Approval";118-P-HF874;P-HF874;0;0;78;3
S-PO991SO-HT/1;"Slip-On Line (Titanium) SO - Slip-On EC Type Approval";118;55;1;"9 513,72";"9 513,72";3831113548410;1;1;"Slip-On Line (Titanium) SO - Slip-On EC Type Approval";118-S-PO991SO-HT/1;S-PO991SO-HT/1;0;0;78;3
P-HF870;"Akrapovič Sound Kit OP - Optional part W/O Approval";118;55;1;702,89;702,89;3831113529259;1;1;"Akrapovič Sound Kit OP - Optional part W/O Approval";118-P-HF870;P-HF870;0;0;78;3
L-PO/SS/3;"Link Pipe Set w Cat (SS) OP - Optional part";118;55;1;"4 146,98";"4 146,98";3831113579001;1;1;"Link Pipe Set w Cat (SS) OP - Optional part";118-L-PO/SS/3;L-PO/SS/3;0;0;78;3
S-PO/TI/14;"Slip-On Race Line (Titanium) SO - Slip-On";118;55;1;"4 586,58";"4 586,58";3831113578998;1;1;"Slip-On Race Line (Titanium) SO - Slip-On";118-S-PO/TI/14;S-PO/TI/14;0;0;78;3
S-PO/TI/14;"Slip-On Race Line (Titanium) SO - Slip-On";118;55;1;"4 586,58";"4 586,58";3831113578998;1;1;"Slip-On Race Line (Titanium) SO - Slip-On";118-S-PO/TI/14;S-PO/TI/14;0;0;78;3
L-PO/SS/3;"Link Pipe Set w Cat (SS) OP - Optional part";118;55;1;"4 146,98";"4 146,98";3831113579001;1;1;"Link Pipe Set w Cat (SS) OP - Optional part";118-L-PO/SS/3;L-PO/SS/3;0;0;78;3
S-PO991SO-HT/1;"Slip-On Line (Titanium) SO - Slip-On EC Type Approval";118;55;1;"9 513,72";"9 513,72";3831113548410;1;1;"Slip-On Line (Titanium) SO - Slip-On EC Type Approval";118-S-PO991SO-HT/1;S-PO991SO-HT/1;0;0;78;3
P-HF874;"Akrapovič Sound Kit OP - Optional part W/O Approval";118;55;1;537,94;537,94;3831113529242;1;1;"Akrapovič Sound Kit OP - Optional part W/O Approval";118-P-HF874;P-HF874;0;0;78;3
S-PO/TI/5H;"Slip-On Line (Titanium) - for OE sport exhaust SO - Slip-On ECE Type Approval";118;55;1;"5 568,67";"5 568,67";3831113542685;1;1;"Slip-On Line (Titanium) - for OE sport exhaust SO - Slip-On ECE Type Approval";118-S-PO/TI/5H;S-PO/TI/5H;0;0;78;3
DI-PO/CA/3;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118;55;1;"1 345,50";"1 345,50";3831113542708;1;1;"Rear Carbon Fibre Diffuser - Matte OP - Optional part ABE Type Approval";118-DI-PO/CA/3;DI-PO/CA/3;0;0;78;3
L-PO/SS/1H;"Link Pipe Set w Cat (SS) OP - Optional part";118;55;1;"3 708,18";"3 708,18";3831113542692;1;1;"Link Pipe Set w Cat (SS) OP - Optional part";118-L-PO/SS/1H;L-PO/SS/1H;0;0;78;3
DI-PO/CA/3/G;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118;55;1;"1 536,01";"1 536,01";3831113546423;1;1;"Rear Carbon Fibre Diffuser - High Gloss OP - Optional part ABE Type Approval";118-DI-PO/CA/3/G;DI-PO/CA/3/G;0;0;78;3
