Tipo Doc.;N.º Doc.;Refª Cliente;Data;Cliente;Contribuinte;País;Zona geográfica;Vendedor;Método de Pagamento;Valor Pgto.;Comissão Pgto.;Cód. Artigo;Código EAN;Artigos;Qtd.;Uni.;Preço unitário sem IVA;Total Artigo;Total Ilíq.;Desc.;Total Liq.;Impostos;Desc. Financeiro;Total;Acumulado;Local de Descarga;Observações
Fatura-Recibo;2024ES/1604;;07/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;Card;696,49;---;;;;;;;;696,49;0;696,49;0;0;696,49;210491,55;C/PONT DE VILOMARA 204;
Fatura-Recibo;2024ES/1604;;07/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;;;;VWR1200R601E;;RacingLine Intake System / R600 EVO : Cotton Air Filter / MQB/MQBE;2;Uni.;338,247;676,49;676,49;0;676,49;0;0;676,49;676,49;;
Fatura-Recibo;2024ES/1604;;07/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;;;;SHIPPING-ES-10-30;;SPAIN ( CONTINENTAL ) (10-30KG);1;Uni.;20;20;20;0;20;0;0;20;696,49;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1605;;07/06/2024;RJ Autoworks;ES33558767L;Espanha;;;Transferência Bancária;353,25;---;;;;;;;;353,25;0;353,25;0;0;353,25;210844,8;Calle Os campos N°26B Pontevedra;
Fatura-Recibo;2024ES/1605;;07/06/2024;RJ Autoworks;ES33558767L;Espanha;;;;;;VWR1200R601E;;RacingLine Intake System / R600 EVO : Cotton Air Filter / MQB/MQBE;1;Uni.;338,247;338,25;338,25;0;338,25;0;0;338,25;338,25;;
Fatura-Recibo;2024ES/1605;;07/06/2024;RJ Autoworks;ES33558767L;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;353,25;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1606;;07/06/2024;Zulay Gomez bueno;ES999999990;Espanha;;;Transferência Bancária;224,81;---;;;;;;;;185,79;0;185,79;39,02;0;224,81;211069,61;Cortijo del sol, C/ el tomillar, n310;
Fatura-Recibo;2024ES/1606;;07/06/2024;Zulay Gomez bueno;ES999999990;França;;;;;;FMINDIBFR4-BK;;Manguera de admisión Forge para Polo 9N3 GTI / Ibiza Cupra 6L - Color : Negro, Opción : Con abrazaderas;1;Uni.;179,18182;179,18;179,18;0;179,18;37,63;0;216,81;216,81;;
Fatura-Recibo;2024ES/1606;;07/06/2024;Zulay Gomez bueno;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;224,81;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1607;;07/06/2024;Raul Martinez losada;ES999999990;Espanha;;;Transferência Bancária;342,4;---;;;;;;;;282,98;0;282,98;59,42;0;342,4;211412,01;Chandoiro 16b;
Fatura-Recibo;2024ES/1607;;07/06/2024;Raul Martinez losada;ES999999990;França;;;;;;JSK-101-DD;;Admision Raimair Oversized para Golf 5 GTI / S3 8P / Leon 2 Cupra / Scirocco R / Golf 6 R 2.0 TFSI;1;Uni.;247,44628;247,45;247,45;0;247,45;51,96;0;299,41;299,41;;
Fatura-Recibo;2024ES/1607;;07/06/2024;Raul Martinez losada;ES999999990;França;;;;;;AC-200-CAN-RD;;Mangueras de canister Alpha Competition para S3 8P / Golf 5 GTI / Golf 6 R / León 2 Cupra 2.0 TFSI - Color : Rojo;1;Uni.;28,91736;28,92;28,92;0;28,92;6,07;0;34,99;334,4;;
Fatura-Recibo;2024ES/1607;;07/06/2024;Raul Martinez losada;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;342,4;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1608;;07/06/2024;Jose Ayala Silvestre;ES999999990;Espanha;;;Transferência Bancária;219,38;---;;;;;;;;181,31;0;181,31;38,07;0;219,38;211631,39;Calle de la Sierra de Guadarrama 80 B Polígono De San Fernando De Henares, Madrid;
Fatura-Recibo;2024ES/1608;;07/06/2024;Jose Ayala Silvestre;ES999999990;França;;;;;;AC-200-CH-BL;;Mangueras de refrigeración Alpha Competition para 2.0 TFSI EA113 - Color : Azul, Opción : Con abrazaderas;1;Uni.;122,72727;122,73;122,73;0;122,73;25,77;0;148,5;148,5;;
Fatura-Recibo;2024ES/1608;;07/06/2024;Jose Ayala Silvestre;ES999999990;França;;;;;;AC-200-CAN-BL;;Mangueras de canister Alpha Competition para S3 8P / Golf 5 GTI / Golf 6 R / León 2 Cupra 2.0 TFSI - Color : Azul;1;Uni.;28,91736;28,92;28,92;0;28,92;6,07;0;34,99;183,49;;
Fatura-Recibo;2024ES/1608;;07/06/2024;Jose Ayala Silvestre;ES999999990;França;;;;;;AC-200-VRH-BL;;Manguera de retorno de válvula Alpha Competition para S3 8P / Golf 6 R / León 2 Cupra / Scirocco R 2.0 TFSI EA113 - Color : Azul;1;Uni.;23,04959;23,05;23,05;0;23,05;4,84;0;27,89;211,38;;
Fatura-Recibo;2024ES/1608;;07/06/2024;Jose Ayala Silvestre;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;219,38;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1609;;07/06/2024;Manel Garcia;ES999999990;Espanha;;;Transferência Bancária;47,89;---;;;;;;;;39,58;0;39,58;8,31;0;47,89;211679,28;C/Riu llobregat n50;
Fatura-Recibo;2024ES/1609;;07/06/2024;Manel Garcia;ES999999990;França;;;;;;FMHMMK65-RD;;Mangueras de calefacción Forge para León / Octavia 2.0 TFSI / TSI - Color : Rojo, Opción : Sin Abrazaderas;1;Uni.;32,96694;32,97;32,97;0;32,97;6,92;0;39,89;39,89;;
Fatura-Recibo;2024ES/1609;;07/06/2024;Manel Garcia;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;47,89;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1610;;07/06/2024;Pedro  Portugal Heras;ES999999990;Espanha;;;Transferência Bancária;206,18;---;;;;;;;;170,4;0;170,4;35,78;0;206,18;211885,46;C/los infantes 30 b;
Fatura-Recibo;2024ES/1610;;07/06/2024;Pedro  Portugal Heras;ES999999990;França;;;;;;MS100208-4;;Bobinas de encendido APR rojo para S3 8P / Golf 5 - 6 GTI / Golf 6 R / León 2 Cupra 2.0 TFSI EA113 / EA888.1;1;Uni.;123,95868;123,96;123,96;0;123,96;26,03;0;149,99;149,99;;
Fatura-Recibo;2024ES/1610;;07/06/2024;Pedro  Portugal Heras;ES999999990;França;;;;;;BKR8EIX-4;;Bujías NGK BKR8EIX para VAG 2.0 TFSI / TSI Stage 2;1;Uni.;39,82645;39,83;39,83;0;39,83;8,36;0;48,19;198,18;;
Fatura-Recibo;2024ES/1610;;07/06/2024;Pedro  Portugal Heras;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;206,18;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1611;;07/06/2024;Gonzalo Cabello Gallo;ES999999990;Espanha;;;Transferência Bancária;83,03;---;;;;;;;;68,62;0;68,62;14,41;0;83,03;211968,49;Calle de los Aragoneses, 2, Nave 3;
Fatura-Recibo;2024ES/1611;;07/06/2024;Gonzalo Cabello Gallo;ES999999990;França;;;;;;DILKAR8R9HS-4;;Bujías NGK DILKAR8R9HS para Renault Megane 4 RS / Alpine A110 1.8Tce;1;Uni.;62,00826;62,01;62,01;0;62,01;13,02;0;75,03;75,03;;
Fatura-Recibo;2024ES/1611;;07/06/2024;Gonzalo Cabello Gallo;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;83,03;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1612;;07/06/2024;Novoa Garcia Cars S.L.;ESB36581619;Espanha;;;Card;362,16;---;;;;;;;;362,16;0;362,16;0;0;362,16;212330,65;espiño/filgueira Nº65;
Fatura-Recibo;2024ES/1612;;07/06/2024;Novoa Garcia Cars S.L.;ESB36581619;Espanha;;;;;;17U-01-0650-4;;Kit de 4 inyectores Deatschwerks 440cc / 550cc / 650 / 750cc o 1000cc para VAG 1.8T 20V - Flujo : 650cc;1;Uni.;354,16;354,16;354,16;0;354,16;0;0;354,16;354,16;;
Fatura-Recibo;2024ES/1612;;07/06/2024;Novoa Garcia Cars S.L.;ESB36581619;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;362,16;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1613;;07/06/2024;ECUSPORT;ES53284853V;Espanha;;;Card;157,99;---;;;;;;;;157,99;0;157,99;0;0;157,99;212488,64;Autovía A-92 Calle pino albar esquina con calle virgen del silencio;
Fatura-Recibo;2024ES/1613;;07/06/2024;ECUSPORT;ES53284853V;Espanha;;;;;;AC-N55-TP;;Tubo de intercambiador charge pipe Alpha Competition para BMW M2 / 135i / 235i / 335i / 435i N55;1;Uni.;149,99;149,99;149,99;0;149,99;0;0;149,99;149,99;;
Fatura-Recibo;2024ES/1613;;07/06/2024;ECUSPORT;ES53284853V;Espanha;;;;;;Portes;;Custo de Portes;1;Uni.;8;8;8;0;8;0;0;8;157,99;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1614;;07/06/2024;María del Carmen  Sanchez Sala;ES999999990;Espanha;;;Transferência Bancária;157,55;---;;;;;;;;130,21;0;130,21;27,34;0;157,55;212646,19;Renault   Pista. Ademuz, CV-35, Km 3, 46100 Burjassot, Valencia;
Fatura-Recibo;2024ES/1614;;07/06/2024;María del Carmen  Sanchez Sala;ES999999990;França;;;;;;SRN0635-6P-RD;;Latiguillos de freno metalicos Goodridge para Megane 4 RS - Color : Rojo, Caja de cambio : Auto;1;Uni.;123,59504;123,6;123,6;0;123,6;25,95;0;149,55;149,55;;
Fatura-Recibo;2024ES/1614;;07/06/2024;María del Carmen  Sanchez Sala;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;157,55;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1615;;07/06/2024;Israel  Santos Jáuregui;ES999999990;Espanha;;;Transferência Bancária;196,99;---;;;;;;;;162,8;0;162,8;34,19;0;196,99;212843,18;C/. San Andrés #17, 1-d 685542628;
Fatura-Recibo;2024ES/1615;;07/06/2024;Israel  Santos Jáuregui;ES999999990;França;;;;;;06E898001-6;;Bobinas de encendido rojas NGK tipo Audi R8 para Audi RS4 / S4 B5 y S4 B8 / S5 8T;1;Uni.;156,19008;156,19;156,19;0;156,19;32,8;0;188,99;188,99;;
Fatura-Recibo;2024ES/1615;;07/06/2024;Israel  Santos Jáuregui;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;196,99;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1617;;07/06/2024;Sergio  Fernández García;ES999999990;Espanha;;;Transferência Bancária;491,78;---;;;;;;;;406,43;0;406,43;85,35;0;491,78;213334,96;Azadinos  Calle iglesia n13;
Fatura-Recibo;2024ES/1617;;07/06/2024;Sergio  Fernández García;ES999999990;França;;;;;;FMMK5CTC;;Decantador de aceite Forge para Golf 5 GTI / Audi S3 8P / Golf 6 R / León 2 Cupra 2.0 TFSI - Version : Con filtro de carbón;1;Uni.;399,81818;399,82;399,82;0;399,82;83,96;0;483,78;483,78;;
Fatura-Recibo;2024ES/1617;;07/06/2024;Sergio  Fernández García;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;491,78;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1618;;07/06/2024;Christian  Blanco Crespo;ES999999990;Espanha;;;Transferência Bancária;31,79;---;;;;;;;;26,27;0;26,27;5,52;0;31,79;213366,75;Calle poniente 2 ático 16;
Fatura-Recibo;2024ES/1618;;07/06/2024;Christian  Blanco Crespo;ES999999990;França;;;;;;AC-500-VRH-BK;;Abarth 595 / 695 Alpha Competition Silicone Valve Return Hose - Color : Black;1;Uni.;19,66116;19,66;19,66;0;19,66;4,13;0;23,79;23,79;;
Fatura-Recibo;2024ES/1618;;07/06/2024;Christian  Blanco Crespo;ES999999990;França;;;;;;Portes;;Custo de Portes;1;Uni.;6,61157;6,61;6,61;0;6,61;1,39;0;8;31,79;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1619;;07/06/2024;BCN CHIPTUNING MOTORSPORT S.L.;ESB65945743;Espanha;;;Transferência Bancária;245,99;---;;;;;;;;245,99;0;245,99;0;0;245,99;213612,74;CARRER BARRI CAMBREROL 1;
Fatura-Recibo;2024ES/1619;;07/06/2024;BCN CHIPTUNING MOTORSPORT S.L.;ESB65945743;Espanha;;;;;;AC-45-DP;;A45 / CLA 45 AMG ALPHA COMPETITION DECAT DOWNPIPE;1;Uni.;230,994;230,99;230,99;0;230,99;0;0;230,99;230,99;;
Fatura-Recibo;2024ES/1619;;07/06/2024;BCN CHIPTUNING MOTORSPORT S.L.;ESB65945743;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;245,99;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1620;;07/06/2024;RST MOTORSPORT DISTRIBUCIONES, S.L.;ESB72996382;Espanha;;;Card;1382,5;---;;;;;;;;1382,5;0;1382,5;0;0;1382,5;214995,24;Pol. Ind. Camporrosso, C/ Albacete nº10;
Fatura-Recibo;2024ES/1620;;07/06/2024;RST MOTORSPORT DISTRIBUCIONES, S.L.;ESB72996382;Espanha;;;;;;M-FI/SS/1H/1;;Akrapovic Slip-On Line (SS);1;Uni.;766,864;766,86;766,86;0;766,86;0;0;766,86;766,86;;
Fatura-Recibo;2024ES/1620;;07/06/2024;RST MOTORSPORT DISTRIBUCIONES, S.L.;ESB72996382;Espanha;;;;;;P-HF876;;Akrapovic Sound Kit;1;Uni.;595,64;595,64;595,64;0;595,64;0;0;595,64;1362,5;;
Fatura-Recibo;2024ES/1620;;07/06/2024;RST MOTORSPORT DISTRIBUCIONES, S.L.;ESB72996382;Espanha;;;;;;SHIPPING-ES-10-30;;SPAIN ( CONTINENTAL ) (10-30KG);1;Uni.;20;20;20;0;20;0;0;20;1382,5;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1621;;07/06/2024;SpainRacingParts y VogueMotor;ES44534463T;Espanha;;;Card;646,59;---;;;;;;;;646,59;0;646,59;0;0;646,59;215641,83;C/Jose Guillen Martinez, 3;
Fatura-Recibo;2024ES/1621;;07/06/2024;SpainRacingParts y VogueMotor;ES44534463T;Espanha;;;;;;VWR1200R601E;;RacingLine Intake System / R600 EVO : Cotton Air Filter / MQB/MQBE;1;Uni.;338,247;338,25;338,25;0;338,25;0;0;338,25;338,25;;
Fatura-Recibo;2024ES/1621;;07/06/2024;SpainRacingParts y VogueMotor;ES44534463T;Espanha;;;;;;VWR160000;;RacingLine Turbo Muffler Delete inc Enlarged Connector Hose / MQB EVO / EA888.4 2.0 TSI GARRETT Turbo / 245PS models;1;Uni.;114,66;114,66;114,66;0;114,66;0;0;114,66;452,91;;
Fatura-Recibo;2024ES/1621;;07/06/2024;SpainRacingParts y VogueMotor;ES44534463T;Espanha;;;;;;VWR120003;;RacingLine Turbo Inlet System (Elbow & Silicone Hose) / MQB EVO / EA888.4 2.0 TSI GARRETT Turbo / 245PS;1;Uni.;178,682;178,68;178,68;0;178,68;0;0;178,68;631,59;;
Fatura-Recibo;2024ES/1621;;07/06/2024;SpainRacingParts y VogueMotor;ES44534463T;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;646,59;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1622;;07/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;Card;1364,28;---;;;;;;;;1364,28;0;1364,28;0;0;1364,28;217006,11;C/PONT DE VILOMARA 204;
Fatura-Recibo;2024ES/1622;;07/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;;;;VWR120010;;RacingLine Turbo Inlet System (Elbow & Silicone Hose) / MQB EVO / EA888.4 2.0 TSI CONTINENTAL Turbo / 300-320PS;1;Uni.;178,682;178,68;178,68;0;178,68;0;0;178,68;178,68;;
Fatura-Recibo;2024ES/1622;;07/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;;;;VWR12G7R600ITRED;;RacingLine Turbo Inlet Hose, Silicone / MQB / EA888.3 1.8 & 2.0 TSI / RED;1;Uni.;76,44;76,44;76,44;0;76,44;0;0;76,44;255,12;;
Fatura-Recibo;2024ES/1622;;07/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;;;;MS100247;;APR IGNITION COILS - 1.5T EA211 - RED;4;Uni.;37,3687;149,47;149,47;0;149,47;0;0;149,47;404,59;;
Fatura-Recibo;2024ES/1622;;07/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;;;;CTS-FPK-004-450;;CTS TURBO STAGE 3 FUEL PUMP UPGRADE KIT FOR VW/AUDI MQB;1;Uni.;292,4925;292,49;292,49;0;292,49;0;0;292,49;697,08;;
Fatura-Recibo;2024ES/1622;;07/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;;;;VWR1200R601E;;RacingLine Intake System / R600 EVO : Cotton Air Filter / MQB/MQBE;1;Uni.;338,247;338,25;338,25;0;338,25;0;0;338,25;1035,33;;
Fatura-Recibo;2024ES/1622;;07/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;;;;MS100192;;APR IGNITION COILS (RED);8;Uni.;37,3687;298,95;298,95;0;298,95;0;0;298,95;1334,28;;
Fatura-Recibo;2024ES/1622;;07/06/2024;ACCESORIOS Y RECAMBIOS VIPERSCAR S.L;ESB42954230;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);2;Uni.;15;30;30;0;30;0;0;30;1364,28;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1623;;07/06/2024;Arlraceparts;ES18062887K;Espanha;;;Card;134,37;---;;;;;;;;134,37;0;134,37;0;0;134,37;217140,48;francisco de salas 6;
Fatura-Recibo;2024ES/1623;;07/06/2024;Arlraceparts;ES18062887K;Espanha;;;;;;SHYSP102;;Scorpion SHYSP102 Non-Resonated GPF Delete Pipe;1;Uni.;119,3725;119,37;119,37;0;119,37;0;0;119,37;119,37;;
Fatura-Recibo;2024ES/1623;;07/06/2024;Arlraceparts;ES18062887K;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;134,37;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1624;;07/06/2024;American Cars & Parts Dealers SL;ESB67084251;Espanha;;;Card;85,85;---;;;;;;;;85,85;0;85,85;0;0;85,85;217226,33;Calle cruz roja española n1 3ºA;
Fatura-Recibo;2024ES/1624;;07/06/2024;American Cars & Parts Dealers SL;ESB67084251;Espanha;;;;;;9-201s-1005;;DEATSCHWERKS DW200 SERIES 255LPH FUEL PUMP KIT FOR NISSAN 350Z;1;Uni.;70,85;70,85;70,85;0;70,85;0;0;70,85;70,85;;
Fatura-Recibo;2024ES/1624;;07/06/2024;American Cars & Parts Dealers SL;ESB67084251;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;85,85;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1625;;07/06/2024;Group Autoparts SL;ESB66283003;Espanha;;;Transferência Bancária;164,03;---;;;;;;;;164,03;0;164,03;0;0;164,03;217390,36;Calle de la Devesa, 1-9, Nave 3A;
Fatura-Recibo;2024ES/1625;;07/06/2024;Group Autoparts SL;ESB66283003;Espanha;;;;;;MMODP-2015B;;MISHIMOTO Magnetic Oil Drain Plug M20 x 1.5, Black;1;Uni.;9,36;9,36;9,36;0;9,36;0;0;9,36;9,36;;
Fatura-Recibo;2024ES/1625;;07/06/2024;Group Autoparts SL;ESB66283003;Espanha;;;;;;MMFS-MIA-99;;MISHIMOTO Mazda Miata Fan Shroud Kit, 1999-2005;1;Uni.;139,672;139,67;139,67;0;139,67;0;0;139,67;149,03;;
Fatura-Recibo;2024ES/1625;;07/06/2024;Group Autoparts SL;ESB66283003;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;164,03;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1626;;07/06/2024;Almeria JS Competicion SL;ESB04855516;Espanha;;;Transferência Bancária;387,18;---;;;;;;;;387,18;0;387,18;0;0;387,18;217777,54;c/sierra de almijara nº27;
Fatura-Recibo;2024ES/1626;;07/06/2024;Almeria JS Competicion SL;ESB04855516;Espanha;;;;;;SBMC090;;Scorpion SBMC090 De-cat Downpipes;1;Uni.;363,35;363,35;363,35;0;363,35;0;0;363,35;363,35;;
Fatura-Recibo;2024ES/1626;;07/06/2024;Almeria JS Competicion SL;ESB04855516;Espanha;;;;;;SHIPPING-ES-10-30;;SPAIN ( CONTINENTAL ) (10-30KG);1;Uni.;20;20;20;0;20;0;0;20;383,35;;
Fatura-Recibo;2024ES/1626;;07/06/2024;Almeria JS Competicion SL;ESB04855516;Espanha;;;;;;ccFee;;CREDIT CARD FEE;1;Uni.;3,83;3,83;3,83;0;3,83;0;0;3,83;387,18;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1627;;07/06/2024;ANCustoms Motorsport;ES38873546G;Espanha;;;Transferência Bancária;168,87;---;;;;;;;;168,87;0;168,87;0;0;168,87;217946,41;C/Barcelona, 12;
Fatura-Recibo;2024ES/1627;;07/06/2024;ANCustoms Motorsport;ES38873546G;Espanha;;;;;;SFDC082;;Scorpion SFDC082 De-cat downpipe;1;Uni.;153,8745;153,87;153,87;0;153,87;0;0;153,87;153,87;;
Fatura-Recibo;2024ES/1627;;07/06/2024;ANCustoms Motorsport;ES38873546G;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;168,87;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1628;;07/06/2024;Autorecambios dominguez;ES48924146H;Espanha;;;Card;1086,11;---;;;;;;;;1086,11;0;1086,11;0;0;1086,11;219032,52;pol.ind. san jorge, c/b nº110;
Fatura-Recibo;2024ES/1628;;07/06/2024;Autorecambios dominguez;ES48924146H;Espanha;;;;;;10.127.203K;;2.0 TFSI EA888.3 / 2.5 TFSI EA855 AUTOTECH HIGH PRESSURE FUEL PUMP KIT;1;Uni.;227,4935;227,49;227,49;0;227,49;0;0;227,49;227,49;;
Fatura-Recibo;2024ES/1628;;07/06/2024;Autorecambios dominguez;ES48924146H;Espanha;;;;;;VWR29G7250;;RacingLine DSG Oil Cooler / MQB / DQ250 6 Speed;1;Uni.;501,641;501,64;501,64;0;501,64;0;0;501,64;729,13;;
Fatura-Recibo;2024ES/1628;;07/06/2024;Autorecambios dominguez;ES48924146H;Espanha;;;;;;WB-287;;ITG Replacement Filter WB-287;1;Uni.;33,887;33,89;33,89;0;33,89;0;0;33,89;763,02;;
Fatura-Recibo;2024ES/1628;;07/06/2024;Autorecambios dominguez;ES48924146H;Espanha;;;;;;R7437-8;;NGK R7437-8 RACING SPARK PLUG;4;Uni.;34,2828;137,13;137,13;0;137,13;0;0;137,13;900,15;;
Fatura-Recibo;2024ES/1628;;07/06/2024;Autorecambios dominguez;ES48924146H;Espanha;;;;;;AC-MK7-DI.B;;ALPHA COMPETITION DOGBONE MOUNT INSERT FOR MQB TYPE B;1;Uni.;21,492;21,49;21,49;0;21,49;0;0;21,49;921,64;;
Fatura-Recibo;2024ES/1628;;07/06/2024;Autorecambios dominguez;ES48924146H;Espanha;;;;;;TS-0223-1063;;TURBOSMART BOV KOMPACT EM DUAL PORT VR1   (VW/AUDI/SEAT/SKODA TFSI);1;Uni.;149,4675;149,47;149,47;0;149,47;0;0;149,47;1071,11;;
Fatura-Recibo;2024ES/1628;;07/06/2024;Autorecambios dominguez;ES48924146H;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;1086,11;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1629;;07/06/2024;JRParts Madrid SL;ESB86420924;Espanha;;;Card;89,09;---;;;;;;;;89,09;0;89,09;0;0;89,09;219121,61;AVENIDA DE SOMOSIERRA 12 GARAGE 6;
Fatura-Recibo;2024ES/1629;;07/06/2024;JRParts Madrid SL;ESB86420924;Espanha;;;;;;SILZKBR8D8S;;NGK SILZKBR8D8S LASER IRIDIUM SPARK PLUG;8;Uni.;9,2616;74,09;74,09;0;74,09;0;0;74,09;74,09;;
Fatura-Recibo;2024ES/1629;;07/06/2024;JRParts Madrid SL;ESB86420924;Espanha;;;;;;SHIPPING-ES-0-10;;SPAIN ( CONTINENTAL ) (0-10KG);1;Uni.;15;15;15;0;15;0;0;15;89,09;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fatura-Recibo;2024ES/1630;;07/06/2024;SPARK ENGINEERING SL;ESB70550694;Espanha;;;Transferência Bancária;2485,33;---;;;;;;;;2485,33;0;2485,33;0;0;2485,33;221606,94;RUA COBRE - NAVE H13;
Fatura-Recibo;2024ES/1630;;07/06/2024;SPARK ENGINEERING SL;ESB70550694;Espanha;;;;;;AC-45-DP;;A45 / CLA 45 AMG ALPHA COMPETITION DECAT DOWNPIPE;2;Uni.;230,994;461,99;461,99;0;461,99;0;0;461,99;461,99;;
Fatura-Recibo;2024ES/1630;;07/06/2024;SPARK ENGINEERING SL;ESB70550694;Espanha;;;;;;10.127.203K;;2.0 TFSI EA888.3 / 2.5 TFSI EA855 AUTOTECH HIGH PRESSURE FUEL PUMP KIT;2;Uni.;227,4935;454,99;454,99;0;454,99;0;0;454,99;916,98;;
Fatura-Recibo;2024ES/1630;;07/06/2024;SPARK ENGINEERING SL;ESB70550694;Espanha;;;;;;EVE-GR4-CF-INT;;Eventuri Toyota GR Yaris Carbon Intake - Gloss;1;Uni.;975;975;975;0;975;0;0;975;1891,98;;
